timestamp,vehicleId,vin,daily_km_driven,battery_health_soh,energy_consumed,revenue_generated,range_observed
2022-11-22 17:28:03.875950,KA03AL3782,VIN5914AUD,35.18337947769461,90.88972947963607,87.14015578894102,269.5602678078543,85.29091850975445
2022-11-23 17:28:03.875950,KA03AL3782,VIN5914AUD,39.30241753276955,92.97054173868571,85.36072348965675,186.42553440811855,273.35313538486014
2022-11-24 17:28:03.875950,KA03AL3782,VIN5914AUD,11.035531082775908,82.0652084409382,40.471057861702675,327.43110418727963,179.72147246794222
2022-11-25 17:28:03.875950,KA03AL3782,VIN5914AUD,22.38914372422557,76.09118564008386,1.1963386350725247,438.0198174217505,163.82403982414246
2022-11-26 17:28:03.875950,KA03AL3782,VIN5914AUD,68.39772238439733,85.0729954879415,83.71498752394093,487.9133020126568,2.6413172608077073
2022-11-27 17:28:03.875950,KA03AL3782,VIN5914AUD,67.4648594129841,78.63651871924073,63.444508934267084,274.7402039064001,227.42301217301224
2022-11-28 17:28:03.875950,KA03AL3782,VIN5914AUD,76.73734757425613,90.55353534787712,30.265218547097206,119.29260475337489,30.20959098152005
2022-11-29 17:28:03.875950,KA03AL3782,VIN5914AUD,61.0211150602019,91.56309736787108,99.32411902182143,331.8709495376903,10.361112116212578
2022-11-30 17:28:03.875950,KA03AL3782,VIN5914AUD,30.84392554906993,76.63050828304436,7.570408483988178,166.36962473403761,171.57196712203105
2022-12-01 17:28:03.875950,KA03AL3782,VIN5914AUD,20.704371927550525,98.97001278842562,20.707768492481893,147.7427536246035,143.75224296257176
2022-12-02 17:28:03.875950,KA03AL3782,VIN5914AUD,61.409755447170355,90.0856216320682,97.24888201336597,208.2499044188605,121.59113396767705
2022-12-03 17:28:03.875950,KA03AL3782,VIN5914AUD,74.38968510090008,71.63489609751353,69.26029972979889,282.5859455791423,298.66189227001246
2022-12-04 17:28:03.875950,KA03AL3782,VIN5914AUD,60.185087861977635,71.26024129031121,65.35292578513739,215.4330248733518,186.87940783347472
2022-12-05 17:28:03.875950,KA03AL3782,VIN5914AUD,72.74383016568073,74.18666172578747,41.24130356459157,449.1190638059973,135.31630676086087
2022-12-06 17:28:03.875950,KA03AL3782,VIN5914AUD,76.3964458091376,82.07776136767531,30.991127651277605,304.144536599584,232.02906140810956
2022-12-07 17:28:03.875950,KA03AL3782,VIN5914AUD,80.1133222936104,94.48788819171995,12.570404882559439,11.742650723670756,2.7793863098344085
2022-12-08 17:28:03.875950,KA03AL3782,VIN5914AUD,78.68219476668607,74.80839953887397,1.0007616208728587,257.22807210693105,160.77991704898648
2022-12-09 17:28:03.875950,KA03AL3782,VIN5914AUD,33.244051731963694,98.97846212392629,97.48971228394032,27.946954679990977,259.5210780996744
2022-12-10 17:28:03.875950,KA03AL3782,VIN5914AUD,17.73996002928141,89.70260926471248,43.249087143317446,5.673990310088195,43.32467874769787
2022-12-11 17:28:03.875950,KA03AL3782,VIN5914AUD,10.242667946547723,88.64335607488772,13.098923002971718,319.2483331266826,147.34291762164645
2022-12-12 17:28:03.875950,KA03AL3782,VIN5914AUD,44.61850503346094,72.20140678575922,6.389855349211859,443.15417274900005,176.9141823707076
2022-12-13 17:28:03.875950,KA03AL3782,VIN5914AUD,83.28505812264585,95.91861794536433,2.268948958347683,299.7066498139886,155.490107119296
2022-12-14 17:28:03.875950,KA03AL3782,VIN5914AUD,68.39800126866727,81.42883393359543,11.265012772457528,299.63194308442684,85.51439527110958
2022-12-15 17:28:03.875950,KA03AL3782,VIN5914AUD,62.5649491637329,92.49439710049779,23.73040084033684,109.42220237265488,113.34426359130919
2022-12-16 17:28:03.875950,KA03AL3782,VIN5914AUD,76.74389578624765,79.56906639922724,54.11977066955011,288.33542629107023,229.66113058576522
2022-12-17 17:28:03.875950,KA03AL3782,VIN5914AUD,29.6879083763651,87.64274327674866,38.41533192543684,372.1952441434594,126.36779018457536
2022-12-18 17:28:03.875950,KA03AL3782,VIN5914AUD,59.38572631808149,86.85072701075525,26.77896957629039,464.67916717626275,36.38400500095703
2022-12-19 17:28:03.875950,KA03AL3782,VIN5914AUD,82.381826513461,80.43407580856042,41.609599909013305,312.4718222013133,56.92474190022677
2022-12-20 17:28:03.875950,KA03AL3782,VIN5914AUD,18.503980228689343,88.40133595084303,75.96034351814586,463.4936577199801,188.8983977995009
2022-12-21 17:28:03.875950,KA03AL3782,VIN5914AUD,71.3305516696481,81.66111294651893,21.370352268207615,272.9420805159795,226.44563250350322
2022-12-22 17:28:03.875950,KA03AL3782,VIN5914AUD,48.767362187146034,92.12792196018535,68.48260080510487,82.89471086435462,83.06152852718954
2022-12-23 17:28:03.875950,KA03AL3782,VIN5914AUD,2.141018013856455,77.54559428173724,4.102964340090387,494.82789618936187,29.527624213874248
2022-12-24 17:28:03.875950,KA03AL3782,VIN5914AUD,76.61684889956469,83.12224071305202,68.0134651218212,98.0333272009889,205.8953432317477
2022-12-25 17:28:03.875950,KA03AL3782,VIN5914AUD,80.39408721889431,96.16351861237139,84.0292171547473,212.77112468892645,211.52053395604315
2022-12-26 17:28:03.875950,KA03AL3782,VIN5914AUD,22.492873175726146,99.03565490861449,31.1562016128866,471.2637430177457,73.71727777270908
2022-12-27 17:28:03.875950,KA03AL3782,VIN5914AUD,83.11849254746171,87.49023840847575,13.97523962355539,480.69240103122024,166.9033187665455
2022-12-28 17:28:03.875950,KA03AL3782,VIN5914AUD,60.470204878224344,78.47504414762767,5.8166945055801005,204.16357232896016,279.2320831892982
2022-12-29 17:28:03.875950,KA03AL3782,VIN5914AUD,4.681347509532696,93.31672316169677,28.294259809999765,43.94824236662237,282.61755424642547
2022-12-30 17:28:03.875950,KA03AL3782,VIN5914AUD,63.62391428201237,88.41190598265426,97.55026922132421,88.24925127370904,60.80442930023465
2022-12-31 17:28:03.875950,KA03AL3782,VIN5914AUD,1.4540540713868566,78.65383960883497,61.69860697296723,122.76914083950574,238.9188991215498
2023-01-01 17:28:03.875950,KA03AL3782,VIN5914AUD,49.093898222291145,78.84816277737798,59.56385988237568,213.82432306516824,157.29835518162284
2023-01-02 17:28:03.875950,KA03AL3782,VIN5914AUD,50.64371459755288,71.9512688277226,20.34151630205828,123.72785796286794,5.939033873136501
2023-01-03 17:28:03.875950,KA03AL3782,VIN5914AUD,29.10082081584191,86.16092032689426,29.30336250432235,207.09839362424114,141.35480034948975
2023-01-04 17:28:03.875950,KA03AL3782,VIN5914AUD,0.6377613248918834,75.02053388030524,11.046900359849332,495.3502901780702,171.90550552335318
2023-01-05 17:28:03.875950,KA03AL3782,VIN5914AUD,28.97061108043557,95.63707151037224,72.23703449641398,45.00694992094417,195.14621876677742
2023-01-06 17:28:03.875950,KA03AL3782,VIN5914AUD,42.505417130811864,91.49516937360669,20.528427623832414,42.78046510295563,263.35469284852655
2023-01-07 17:28:03.875950,KA03AL3782,VIN5914AUD,73.72667432388398,87.1897359950905,44.420166502920424,493.779346424049,217.82271081417602
2023-01-08 17:28:03.875950,KA03AL3782,VIN5914AUD,7.180729189698898,99.3915832264068,24.46564342895796,499.3953348280964,278.67691942085537
2023-01-09 17:28:03.875950,KA03AL3782,VIN5914AUD,11.057975772416228,83.71010448429932,80.16946178412239,499.36823335882013,128.02947717277237
2023-01-10 17:28:03.875950,KA03AL3782,VIN5914AUD,47.50047497980879,77.36302694734371,48.89886147365685,192.68114797744317,160.36837833247645
2023-01-11 17:28:03.875950,KA03AL3782,VIN5914AUD,33.11446474219589,99.02402673373152,9.250004164692127,295.16066273492913,48.74658849221836
